1280,8
1281,9
1282,8
1283,12
1284,11
1285,12
1286,11
1287,11
1288,6
1289,5
1290,8
1291,10
1292,8
1293,12
1294,10
1295,19
1296,12
1297,23
1298,9
1299,19
1300,15
1301,12
1302,18
1303,19
1304,18
1305,18
1306,13
1307,15
1308,12
1309,15
1310,21
1311,17
1312,13
1313,26
1314,19
1315,19
1316,17
1317,21
1318,27
1319,22
1320,30
1321,29
1322,20
1323,24
1324,24
1325,24
1326,28
1327,44
1328,25
1329,38
1330,24
1331,28
1332,46
1333,35
1334,33
1335,20
1336,26
1337,29
1338,41
1339,38
1340,35
1341,35
1342,38
1343,47
1344,41
1345,47
1346,42
1347,37
1348,45
1349,54
1350,55
1351,42
1352,46
1353,48
1354,49
1355,47
1356,59
1357,54
1358,49
1359,53
1360,52
1361,48
1362,46
1363,50
1364,37
1365,47
1366,39
1367,46
1368,50
1369,39
1370,44
1371,39
1372,46
1373,52
1374,37
1375,25
1376,40
1377,35
1378,43
1379,29
1380,36
1381,34
1382,36
1383,40
1384,29
1385,34
1386,30
1387,24
1388,27
1389,29
1390,29
1391,27
1392,22
1393,24
1394,30
1395,23
1396,25
1397,21
1398,24
1399,15
1400,20
1401,20
1402,22
1403,12
1404,14
1405,24
1406,18
1407,12
1408,14
1409,18
1410,14
1411,11
1412,13
1413,14
1414,13
1415,8
1416,15
1417,8
1418,10
1419,11
1420,2
1421,3
1422,6
1423,3
1424,5
1425,5
1426,6
1427,5
1428,5
1429,9
1430,7
1431,9
1432,5
1433,5
1434,8
1435,7
1436,6
1437,4
1438,5
1439,7
1440,4
