1126,66
1127,77
1128,76
1129,53
1130,54
1131,67
1132,93
1133,53
1134,66
1135,65
1136,85
1137,55
1138,80
1139,71
1140,81
1141,68
1142,99
1143,94
1144,91
1145,94
1146,93
1147,81
1148,96
1149,106
1150,99
1151,95
1152,86
1153,107
1154,120
1155,106
1156,114
1157,92
1158,116
1159,133
1160,157
1161,160
1162,130
1163,143
1164,176
1165,184
1166,153
1167,182
1168,194
1169,199
1170,187
1171,184
1172,198
1173,230
1174,211
1175,227
1176,236
1177,242
1178,261
1179,268
1180,247
1181,290
1182,246
1183,280
1184,266
1185,316
1186,315
1187,301
1188,314
1189,338
1190,344
1191,325
1192,322
1193,310
1194,336
1195,337
1196,348
1197,358
1198,346
1199,322
1200,371
1201,332
1202,361
1203,352
1204,347
1205,340
1206,342
1207,346
1208,352
1209,363
1210,324
1211,336
1212,329
1213,302
1214,344
1215,336
1216,322
1217,334
1218,345
1219,292
1220,309
1221,288
1222,287
1223,274
1224,267
1225,248
1226,220
1227,223
1228,252
1229,237
1230,226
1231,219
1232,195
1233,193
1234,204
1235,187
1236,174
1237,171
1238,152
1239,140
1240,139
1241,154
1242,121
1243,145
1244,142
1245,118
1246,96
1247,107
1248,104
1249,108
1250,87
1251,97
1252,77
1253,82
1254,66
1255,71
1256,51
1257,69
1258,68
1259,57
1260,70
1261,48
1262,35
1263,40
1264,45
1265,40
1266,32
1267,32
1268,37
1269,32
1270,32
1271,35
1272,39
1273,32
1274,26
1275,22
1276,14
1277,20
1278,22
1279,12
1280,21
