Start Time, Mon Oct 15 15:51:38 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7200.749849
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
752, 752, 45
753, 753, 73
754, 754, 61
755, 755, 54
756, 756, 51
757, 757, 78
758, 758, 64
759, 759, 58
760, 760, 63
761, 761, 67
762, 762, 67
763, 763, 71
764, 764, 68
765, 765, 60
766, 766, 55
767, 767, 59
768, 768, 53
769, 769, 58
770, 770, 58
771, 771, 56
772, 772, 72
773, 773, 61
774, 774, 79
775, 775, 62
776, 776, 71
777, 777, 73
778, 778, 59
779, 779, 71
780, 780, 55
781, 781, 59
782, 782, 63
783, 783, 53
784, 784, 56
785, 785, 56
786, 786, 77
787, 787, 64
788, 788, 58
789, 789, 71
790, 790, 71
791, 791, 64
792, 792, 68
793, 793, 55
794, 794, 68
795, 795, 51
796, 796, 71
797, 797, 61
798, 798, 62
799, 799, 45
800, 800, 61
801, 801, 53
802, 802, 54
803, 803, 50
804, 804, 49
805, 805, 47
806, 806, 61
807, 807, 66
808, 808, 51
809, 809, 65
810, 810, 70
811, 811, 70
812, 812, 51
813, 813, 55
814, 814, 73
815, 815, 73
816, 816, 66
817, 817, 67
818, 818, 60
819, 819, 72
820, 820, 62
821, 821, 51
822, 822, 65
823, 823, 57
824, 824, 53
825, 825, 69
826, 826, 62
827, 827, 53
828, 828, 72
829, 829, 65
830, 830, 62
831, 831, 68
832, 832, 71
833, 833, 43
834, 834, 60
835, 835, 63
836, 836, 53
837, 837, 71
838, 838, 59
839, 839, 61
840, 840, 66
841, 841, 51
842, 842, 63
843, 843, 46
844, 844, 57
845, 845, 53
846, 846, 49
847, 847, 63
848, 848, 59
849, 849, 59
850, 850, 58
851, 851, 57
852, 852, 61
853, 853, 45
854, 854, 58
855, 855, 64
856, 856, 46
857, 857, 58
858, 858, 56
859, 859, 64
860, 860, 59
861, 861, 58
862, 862, 50
863, 863, 60
864, 864, 66
865, 865, 48
866, 866, 64
867, 867, 53
868, 868, 59
869, 869, 62
870, 870, 57
871, 871, 49
872, 872, 80
