Start Time, Tue Oct 9 12:08:49 GMT+0100 2018
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 7200
Real Time (s), 7201.837072
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
916, 916, 184
917, 917, 193
918, 918, 205
919, 919, 165
920, 920, 164
921, 921, 166
922, 922, 154
923, 923, 171
924, 924, 163
925, 925, 146
926, 926, 157
927, 927, 170
928, 928, 178
929, 929, 163
930, 930, 148
931, 931, 168
932, 932, 160
933, 933, 143
934, 934, 143
935, 935, 183
936, 936, 156
937, 937, 158
938, 938, 175
939, 939, 176
940, 940, 177
941, 941, 174
942, 942, 181
943, 943, 151
944, 944, 164
945, 945, 170
946, 946, 181
947, 947, 165
948, 948, 164
949, 949, 188
950, 950, 150
951, 951, 162
952, 952, 162
953, 953, 180
954, 954, 177
955, 955, 185
956, 956, 159
957, 957, 199
958, 958, 153
959, 959, 165
960, 960, 153
961, 961, 128
962, 962, 146
963, 963, 133
964, 964, 152
965, 965, 140
966, 966, 156
967, 967, 150
968, 968, 151
969, 969, 131
970, 970, 133
971, 971, 155
972, 972, 171
973, 973, 131
974, 974, 137
975, 975, 144
976, 976, 145
977, 977, 135
978, 978, 120
979, 979, 147
980, 980, 133
981, 981, 113
982, 982, 148
983, 983, 165
984, 984, 148
985, 985, 131
986, 986, 137
987, 987, 135
988, 988, 119
989, 989, 122
990, 990, 130
991, 991, 116
992, 992, 137
993, 993, 116
994, 994, 135
995, 995, 122
996, 996, 120
997, 997, 138
998, 998, 115
999, 999, 119
1000, 1000, 130
1001, 1001, 102
1002, 1002, 121
1003, 1003, 144
1004, 1004, 115
1005, 1005, 129
1006, 1006, 119
1007, 1007, 102
1008, 1008, 123
1009, 1009, 121
1010, 1010, 109
1011, 1011, 100
1012, 1012, 111
1013, 1013, 116
1014, 1014, 105
1015, 1015, 106
1016, 1016, 131
1017, 1017, 118
1018, 1018, 112
1019, 1019, 124
1020, 1020, 109
1021, 1021, 125
1022, 1022, 108
1023, 1023, 105
1024, 1024, 108
1025, 1025, 103
1026, 1026, 117
1027, 1027, 118
1028, 1028, 98
1029, 1029, 93
1030, 1030, 89
1031, 1031, 123
1032, 1032, 89
1033, 1033, 99
1034, 1034, 86
1035, 1035, 112
1036, 1036, 123
1037, 1037, 97
1038, 1038, 92
1039, 1039, 96
1040, 1040, 108
1041, 1041, 119
1042, 1042, 111
1043, 1043, 105
1044, 1044, 110
1045, 1045, 96
1046, 1046, 97
1047, 1047, 105
1048, 1048, 107
1049, 1049, 91
1050, 1050, 111
1051, 1051, 101
1052, 1052, 108
1053, 1053, 105
1054, 1054, 108
1055, 1055, 109
1056, 1056, 123
1057, 1057, 85
1058, 1058, 74
1059, 1059, 86
1060, 1060, 102
1061, 1061, 100
1062, 1062, 94
1063, 1063, 117
1064, 1064, 103
1065, 1065, 84
1066, 1066, 89
1067, 1067, 75
1068, 1068, 89
1069, 1069, 107
1070, 1070, 92
1071, 1071, 105
1072, 1072, 90
1073, 1073, 87
1074, 1074, 82
1075, 1075, 110
1076, 1076, 81
1077, 1077, 93
1078, 1078, 90
1079, 1079, 87
1080, 1080, 102
1081, 1081, 87
1082, 1082, 91
1083, 1083, 84
1084, 1084, 102
1085, 1085, 85
1086, 1086, 104
1087, 1087, 86
1088, 1088, 73
1089, 1089, 88
1090, 1090, 92
1091, 1091, 82
1092, 1092, 85
1093, 1093, 87
1094, 1094, 89
1095, 1095, 73
1096, 1096, 89
1097, 1097, 96
1098, 1098, 79
1099, 1099, 97
1100, 1100, 85
1101, 1101, 77
1102, 1102, 87
1103, 1103, 99
1104, 1104, 97
1105, 1105, 70
1106, 1106, 84
1107, 1107, 69
1108, 1108, 42
1109, 1109, 81
1110, 1110, 76
1111, 1111, 81
1112, 1112, 72
1113, 1113, 70
1114, 1114, 86
1115, 1115, 78
1116, 1116, 79
1117, 1117, 72
1118, 1118, 70
1119, 1119, 62
1120, 1120, 67
1121, 1121, 79
1122, 1122, 70
1123, 1123, 72
1124, 1124, 50
1125, 1125, 81
1126, 1126, 66
1127, 1127, 77
1128, 1128, 76
1129, 1129, 53
1130, 1130, 54
1131, 1131, 67
1132, 1132, 93
1133, 1133, 53
1134, 1134, 66
1135, 1135, 65
1136, 1136, 85
1137, 1137, 55
1138, 1138, 80
1139, 1139, 71
1140, 1140, 81
1141, 1141, 68
1142, 1142, 99
1143, 1143, 94
1144, 1144, 91
1145, 1145, 94
1146, 1146, 93
1147, 1147, 81
1148, 1148, 96
1149, 1149, 106
1150, 1150, 99
1151, 1151, 95
1152, 1152, 86
1153, 1153, 107
1154, 1154, 120
1155, 1155, 106
1156, 1156, 114
1157, 1157, 92
1158, 1158, 116
1159, 1159, 133
1160, 1160, 157
1161, 1161, 160
1162, 1162, 130
1163, 1163, 143
1164, 1164, 176
1165, 1165, 184
1166, 1166, 153
1167, 1167, 182
1168, 1168, 194
1169, 1169, 199
1170, 1170, 187
1171, 1171, 184
1172, 1172, 198
1173, 1173, 230
1174, 1174, 211
1175, 1175, 227
1176, 1176, 236
1177, 1177, 242
1178, 1178, 261
1179, 1179, 268
1180, 1180, 247
1181, 1181, 290
1182, 1182, 246
1183, 1183, 280
1184, 1184, 266
1185, 1185, 316
1186, 1186, 315
1187, 1187, 301
1188, 1188, 314
1189, 1189, 338
1190, 1190, 344
1191, 1191, 325
1192, 1192, 322
1193, 1193, 310
1194, 1194, 336
1195, 1195, 337
1196, 1196, 348
1197, 1197, 358
1198, 1198, 346
1199, 1199, 322
1200, 1200, 371
1201, 1201, 332
1202, 1202, 361
1203, 1203, 352
1204, 1204, 347
1205, 1205, 340
1206, 1206, 342
1207, 1207, 346
1208, 1208, 352
1209, 1209, 363
1210, 1210, 324
1211, 1211, 336
1212, 1212, 329
1213, 1213, 302
1214, 1214, 344
1215, 1215, 336
1216, 1216, 322
1217, 1217, 334
1218, 1218, 345
1219, 1219, 292
1220, 1220, 309
1221, 1221, 288
1222, 1222, 287
1223, 1223, 274
1224, 1224, 267
1225, 1225, 248
1226, 1226, 220
1227, 1227, 223
1228, 1228, 252
1229, 1229, 237
1230, 1230, 226
1231, 1231, 219
1232, 1232, 195
1233, 1233, 193
1234, 1234, 204
1235, 1235, 187
1236, 1236, 174
1237, 1237, 171
1238, 1238, 152
1239, 1239, 140
1240, 1240, 139
1241, 1241, 154
1242, 1242, 121
1243, 1243, 145
1244, 1244, 142
1245, 1245, 118
1246, 1246, 96
1247, 1247, 107
1248, 1248, 104
1249, 1249, 108
1250, 1250, 87
1251, 1251, 97
1252, 1252, 77
1253, 1253, 82
1254, 1254, 66
1255, 1255, 71
1256, 1256, 51
1257, 1257, 69
1258, 1258, 68
1259, 1259, 57
1260, 1260, 70
1261, 1261, 48
1262, 1262, 35
1263, 1263, 40
1264, 1264, 45
1265, 1265, 40
1266, 1266, 32
1267, 1267, 32
1268, 1268, 37
1269, 1269, 32
1270, 1270, 32
1271, 1271, 35
1272, 1272, 39
1273, 1273, 32
1274, 1274, 26
1275, 1275, 22
1276, 1276, 14
1277, 1277, 20
1278, 1278, 22
1279, 1279, 12
1280, 1280, 21
1281, 1281, 22
1282, 1282, 21
1283, 1283, 25
1284, 1284, 16
1285, 1285, 24
1286, 1286, 28
