1280,14
1281,15
1282,12
1283,12
1284,19
1285,15
1286,17
1287,"	8"
1288,14
1289,18
1290,19
1291,14
1292,"	7"
1293,16
1294,18
1295,13
1296,24
1297,22
1298,13
1299,23
1300,23
1301,25
1302,21
1303,20
1304,23
1305,24
1306,24
1307,29
1308,33
1309,35
1310,41
1311,26
1312,28
1313,27
1314,55
1315,38
1316,39
1317,29
1318,45
1319,51
1320,36
1321,41
1322,42
1323,34
1324,47
1325,54
1326,69
1327,63
1328,53
1329,61
1330,47
1331,48
1332,73
1333,67
1334,66
1335,58
1336,69
1337,58
1338,57
1339,71
1340,65
1341,85
1342,61
1343,67
1344,62
1345,74
1346,58
1347,87
1348,88
1349,81
1350,80
1351,75
1352,84
1353,67
1354,87
1355,81
1356,95
1357,82
1358,89
1359,77
1360,81
1361,86
1362,91
1363,74
1364,60
1365,79
1366,79
1367,82
1368,78
1369,74
1370,72
1371,71
1372,69
1373,71
1374,70
1375,74
1376,72
1377,69
1378,79
1379,54
1380,64
1381,58
1382,50
1383,61
1384,61
1385,57
1386,47
1387,44
1388,36
1389,50
1390,42
1391,34
1392,41
1393,47
1394,43
1395,34
1396,25
1397,42
1398,26
1399,28
1400,26
1401,30
1402,20
1403,20
1404,25
1405,15
1406,20
1407,23
1408,16
1409,19
1410,17
1411,17
1412,10
1413,21
1414,14
1415,17
1416,11
1417,12
1418,22
1419,"	8"
1420,11
1421,"	7"
1422,"	8"
1423,11
1424,"	7"
1425,"	9"
1426,"	5"
1427,11
1428,"	5"
1429,"	7"
1430,14
1431,"	4"
1432,"	4"
1433,"	8"
1434,"	4"
1435,"	4"
1436,"	4"
1437,"	3"
1438,"	2"
1439,"	0"
1440,"	7"
1441,"	3"
1442,"	3"
1443,"	6"
1444,"	2"
1445,"	5"
1446,"	3"
1447,"	5"
1448,"	3"
1449,"	5"
1450,"	8"
