1284,14
1285,17
1286,20
1287,19
1288,22
1289,21
1290,28
1291,14
1292,18
1293,14
1294,29
1295,24
1296,22
1297,27
1298,24
1299,19
1300,25
1301,24
1302,44
1303,40
1304,31
1305,37
1306,40
1307,49
1308,44
1309,54
1310,52
1311,51
1312,64
1313,58
1314,64
1315,67
1316,65
1317,70
1318,71
1319,82
1320,101
1321,82
1322,110
1323,87
1324,84
1325,100
1326,107
1327,110
1328,116
1329,110
1330,121
1331,136
1332,122
1333,139
1334,136
1335,135
1336,131
1337,155
1338,133
1339,147
1340,148
1341,143
1342,159
1343,180
1344,174
1345,173
1346,184
1347,186
1348,180
1349,189
1350,205
1351,194
1352,219
1353,186
1354,215
1355,219
1356,206
1357,253
1358,207
1359,224
1360,187
1361,218
1362,222
1363,243
1364,228
1365,254
1366,237
1367,209
1368,213
1369,241
1370,234
1371,219
1372,213
1373,214
1374,183
1375,203
1376,195
1377,213
1378,205
1379,206
1380,197
1381,187
1382,188
1383,180
1384,179
1385,162
1386,187
1387,162
1388,177
1389,181
1390,160
1391,161
1392,135
1393,148
1394,145
1395,112
1396,128
1397,114
1398,124
1399,112
1400,85
1401,107
1402,99
1403,83
1404,112
1405,97
1406,91
1407,100
1408,60
1409,68
1410,79
1411,78
1412,70
1413,60
1414,67
1415,47
1416,58
1417,36
1418,54
1419,41
1420,48
1421,40
1422,48
1423,32
1424,37
1425,29
1426,27
1427,31
1428,28
1429,27
1430,24
1431,26
1432,16
1433,15
1434,17
1435,20
1436,13
1437,15
1438,20
1439,12
1440,8
1441,8
1442,8
1443,15
1444,6
1445,7
1446,7
1447,13
1448,5
1449,10
1450,6
1451,12
1452,9
1453,6
1454,7
1455,6
1456,4
1457,5
1458,5
1459,6
1460,8
1461,5
1462,1
1463,3
1464,7
1465,6
1466,5
1467,5
1468,7
1469,2
1470,4
1471,8
1472,1
1473,1
1474,7
1475,2
