1215,4
1216,5
1217,4
1218,4
1219,10
1220,7
1221,6
1222,8
1223,6
1224,6
1225,7
1226,4
1227,2
1228,8
1229,2
1230,8
1231,5
1232,10
1233,10
1234,13
1235,10
1236,2
1237,9
1238,8
1239,6
1240,4
1241,3
1242,3
1243,11
1244,9
1245,7
1246,7
1247,3
1248,8
1249,10
1250,18
1251,9
1252,15
1253,10
1254,15
1255,12
1256,16
1257,9
1258,14
1259,12
1260,24
1261,14
1262,13
1263,28
1264,21
1265,19
1266,27
1267,19
1268,27
1269,23
1270,22
1271,29
1272,25
1273,33
1274,32
1275,33
1276,49
1277,37
1278,30
1279,37
1280,38
1281,45
1282,41
1283,40
1284,41
1285,39
1286,40
1287,34
1288,38
1289,41
1290,48
1291,48
1292,55
1293,59
1294,61
1295,61
1296,47
1297,59
1298,47
1299,50
1300,63
1301,69
1302,56
1303,58
1304,65
1305,63
1306,55
1307,66
1308,65
1309,60
1310,61
1311,74
1312,71
1313,65
1314,75
1315,68
1316,69
1317,73
1318,69
1319,60
1320,65
1321,62
1322,62
1323,70
1324,75
1325,49
1326,69
1327,53
1328,68
1329,55
1330,65
1331,54
1332,65
1333,55
1334,52
1335,48
1336,56
1337,41
1338,33
1339,49
1340,47
1341,43
1342,36
1343,46
1344,37
1345,43
1346,37
1347,38
1348,38
1349,41
1350,33
1351,22
1352,28
1353,27
1354,28
1355,19
1356,27
1357,32
1358,17
1359,26
1360,19
1361,22
1362,22
1363,16
1364,21
1365,15
1366,24
1367,17
1368,15
1369,8
1370,13
1371,13
1372,15
1373,7
1374,11
1375,7
1376,8
1377,14
1378,8
1379,1
1380,13
1381,8
1382,10
1383,14
1384,7
1385,6
1386,7
1387,3
1388,6
1389,4
1390,3
1391,2
1392,5
1393,3
1394,3
1395,1
1396,4
1397,2
1398,3
1399,2
1400,5
1401,5
1402,4
1403,2
1404,3
1405,3
1406,7
1407,0
1408,3
1409,4
1410,2
1411,0
1412,4
1413,3
1414,4
1415,4
1416,4
1417,0
1418,1
1419,1
1420,3
1421,3
1422,5
1423,4
1424,2
1425,5
1426,2
1427,6
1428,3
1429,6
1430,6
1431,2
1432,5
1433,4
