1125,64
1126,78
1127,58
1128,47
1129,59
1130,75
1131,60
1132,78
1133,62
1134,63
1135,72
1136,48
1137,70
1138,68
1139,81
1140,71
1141,63
1142,71
1143,69
1144,76
1145,69
1146,65
1147,84
1148,73
1149,91
1150,78
1151,90
1152,77
1153,79
1154,92
1155,80
1156,94
1157,113
1158,105
1159,109
1160,101
1161,117
1162,100
1163,135
1164,110
1165,130
1166,115
1167,123
1168,137
1169,141
1170,154
1171,137
1172,172
1173,155
1174,184
1175,147
1176,178
1177,190
1178,202
1179,188
1180,198
1181,188
1182,189
1183,202
1184,222
1185,230
1186,244
1187,240
1188,231
1189,225
1190,216
1191,235
1192,246
1193,260
1194,223
1195,264
1196,262
1197,260
1198,291
1199,289
1200,275
1201,267
1202,286
1203,264
1204,324
1205,255
1206,282
1207,292
1208,257
1209,257
1210,276
1211,288
1212,245
1213,284
1214,237
1215,273
1216,251
1217,273
1218,288
1219,251
1220,262
1221,196
1222,206
1223,218
1224,239
1225,233
1226,236
1227,205
1228,225
1229,190
1230,193
1231,212
1232,203
1233,169
1234,164
1235,169
1236,159
1237,175
1238,152
1239,139
1240,126
1241,117
1242,102
1243,117
1244,107
1245,108
1246,117
1247,104
1248,103
1249,75
1250,85
1251,82
1252,92
1253,61
1254,73
1255,54
1256,72
1257,48
1258,47
1259,42
1260,49
1261,41
1262,43
1263,44
1264,47
1265,29
1266,34
1267,35
1268,35
1269,30
1270,41
1271,24
1272,21
1273,31
1274,28
1275,18
1276,25
1277,25
1278,28
1279,28
1280,14
1281,23
1282,22
1283,19
1284,14
1285,17
1286,20
1287,19
1288,22
1289,21
1290,28
1291,14
1292,18
