1111,"	26"
1112,"	22"
1113,"	37"
1114,"	27"
1115,"	29"
1116,"	21"
1117,"	41"
1118,"	25"
1119,"	26"
1120,"	26"
1121,"	29"
1122,"	38"
1123,"	25"
1124,"	32"
1125,"	28"
1126,"	38"
1127,"	28"
1128,"	18"
1129,"	21"
1130,"	21"
1131,"	23"
1132,"	34"
1133,"	31"
1134,"	23"
1135,"	28"
1136,"	40"
1137,"	34"
1138,"	38"
1139,"	36"
1140,"	36"
1141,"	26"
1142,"	38"
1143,"	34"
1144,"	22"
1145,"	31"
1146,"	37"
1147,"	39"
1148,"	42"
1149,"	36"
1150,"	36"
1151,"	45"
1152,"	37"
1153,"	35"
1154,"	38"
1155,"	34"
1156,"	41"
1157,"	32"
1158,"	43"
1159,"	40"
1160,"	40"
1161,"	44"
1162,"	41"
1163,"	53"
1164,"	52"
1165,"	57"
1166,"	57"
1167,"	42"
1168,"	51"
1169,"	50"
1170,"	61"
1171,"	59"
1172,"	69"
1173,"	55"
1174,"	59"
1175,"	59"
1176,"	58"
1177,"	55"
1178,"	68"
1179,"	56"
1180,"	71"
1181,"	53"
1182,"	68"
1183,"	60"
1184,"	67"
1185,"	70"
1186,"	72"
1187,"	92"
1188,"	75"
1189,"	85"
1190,"	66"
1191,"	65"
1192,"	77"
1193,"	69"
1194,"	75"
1195,"	80"
1196,"	77"
1197,"	77"
1198,"	50"
1199,"	63"
1200,"	81"
1201,"	69"
1202,"	78"
1203,"	76"
1204,"	74"
1205,"	67"
1206,"	66"
1207,"	67"
1208,"	75"
1209,"	62"
1210,"	69"
1211,"	78"
1212,"	60"
1213,"	73"
1214,"	71"
1215,"	79"
1216,"	65"
1217,"	63"
1218,"	56"
1219,"	60"
1220,"	65"
1221,"	61"
1222,"	46"
1223,"	50"
1224,"	52"
1225,"	61"
1226,"	49"
1227,"	52"
1228,"	46"
1229,"	40"
1230,"	37"
1231,"	36"
1232,"	41"
1233,"	42"
1234,"	30"
1235,"	45"
1236,"	21"
1237,"	37"
1238,"	32"
1239,"	35"
1240,"	29"
1241,"	27"
1242,"	30"
1243,"	34"
1244,"	22"
1245,"	27"
1246,"	20"
1247,"	26"
1248,"	21"
1249,"	29"
1250,"	21"
1251,"	14"
1252,"	13"
1253,"	20"
1254,"	16"
1255,"	8"
1256,"	18"
1257,"	16"
1258,"	14"
1259,"	20"
1260,"	9"
1261,"	11"
1262,"	14"
1263,"	11"
1264,"	11"
1265,"	10"
1266,"	14"
1267,"	11"
