1125,28
1126,19
1127,22
1128,30
1129,37
1130,21
1131,27
1132,36
1133,23
1134,21
1135,19
1136,30
1137,16
1138,21
1139,21
1140,29
1141,19
1142,29
1143,29
1144,23
1145,22
1146,30
1147,21
1148,23
1149,20
1150,19
1151,26
1152,27
1153,19
1154,34
1155,27
1156,28
1157,29
1158,39
1159,25
1160,20
1161,30
1162,36
1163,29
1164,37
1165,36
1166,34
1167,40
1168,45
1169,39
1170,34
1171,45
1172,41
1173,41
1174,49
1175,35
1176,39
1177,42
1178,44
1179,48
1180,39
1181,63
1182,46
1183,38
1184,47
1185,49
1186,49
1187,56
1188,55
1189,53
1190,55
1191,53
1192,44
1193,57
1194,67
1195,54
1196,52
1197,64
1198,52
1199,65
1200,54
1201,55
1202,53
1203,48
1204,46
1205,62
1206,59
1207,53
1208,53
1209,59
1210,57
1211,55
1212,55
1213,40
1214,47
1215,51
1216,34
1217,40
1218,46
1219,32
1220,41
1221,37
1222,45
1223,50
1224,37
1225,35
1226,47
1227,34
1228,33
1229,33
1230,38
1231,22
1232,18
1233,23
1234,32
1235,27
1236,33
1237,26
1238,29
1239,27
1240,20
1241,34
1242,24
1243,32
1244,18
1245,23
1246,15
1247,21
1248,20
1249,14
1250,21
1251,19
1252,7
1253,21
1254,22
1255,14
1256,8
1257,18
1258,9
1259,11
1260,11
1261,7
1262,8
1263,9
1264,7
1265,12
1266,8
1267,13
1268,12
1269,15
1270,9
1271,11
1272,10
1273,6
1274,11
1275,11
1276,11
1277,11
1278,9
1279,10
