1125,"	39"
1126,"	40"
1127,"	37"
1128,"	39"
1129,"	40"
1130,"	45"
1131,"	30"
1132,"	40"
1133,"	35"
1134,"	40"
1135,"	40"
1136,"	26"
1137,"	47"
1138,"	36"
1139,"	38"
1140,"	42"
1141,"	44"
1142,"	28"
1143,"	36"
1144,"	39"
1145,"	36"
1146,"	42"
1147,"	45"
1148,"	38"
1149,"	39"
1150,"	49"
1151,"	44"
1152,"	48"
1153,"	40"
1154,"	59"
1155,"	54"
1156,"	61"
1157,"	51"
1158,"	63"
1159,"	47"
1160,"	49"
1161,"	57"
1162,"	75"
1163,"	57"
1164,"	58"
1165,"	72"
1166,"	61"
1167,"	59"
1168,"	59"
1169,"	71"
1170,"	67"
1171,"	86"
1172,"	69"
1173,"	70"
1174,"	72"
1175,"	78"
1176,"	82"
1177,"	89"
1178,"	82"
1179,"	73"
1180,"	84"
1181,"	92"
1182,"	84"
1183,"	90"
1184,"	95"
1185,"	91"
1186,"	90"
1187,"	113"
1188,"	99"
1189,"	105"
1190,"	88"
1191,"	104"
1192,"	106"
1193,"	104"
1194,"	101"
1195,"	90"
1196,"	99"
1197,"	88"
1198,"	103"
1199,"	96"
1200,"	94"
1201,"	111"
1202,"	93"
1203,"	80"
1204,"	96"
1205,"	103"
1206,"	87"
1207,"	101"
1208,"	86"
1209,"	93"
1210,"	72"
1211,"	84"
1212,"	94"
1213,"	82"
1214,"	84"
1215,"	81"
1216,"	92"
1217,"	73"
1218,"	65"
1219,"	83"
1220,"	58"
1221,"	81"
1222,"	79"
1223,"	75"
1224,"	75"
1225,"	56"
1226,"	64"
1227,"	63"
1228,"	72"
1229,"	58"
1230,"	68"
1231,"	63"
1232,"	44"
1233,"	61"
1234,"	48"
1235,"	56"
1236,"	46"
1237,"	45"
1238,"	49"
1239,"	40"
1240,"	35"
1241,"	36"
1242,"	39"
1243,"	31"
1244,"	39"
1245,"	45"
1246,"	29"
1247,"	37"
1248,"	29"
1249,"	24"
1250,"	26"
1251,"	16"
1252,"	22"
1253,"	18"
1254,"	25"
1255,"	27"
1256,"	16"
1257,"	18"
1258,"	25"
1259,"	20"
1260,"	19"
1261,"	17"
1262,"	13"
1263,"	22"
1264,"	18"
1265,"	18"
1266,"	16"
1267,"	11"
1268,"	12"
1269,"	13"
1270,"	17"
1271,"	18"
1272,"	11"
1273,"	9"
1274,"	13"
1275,"	19"
1276,"	13"
1277,"	11"
1278,"	16"
1279,"	13"
