1276,"	17"
1277,"	18"
1278,"	27"
1279,"	14"
1280,"	22"
1281,"	15"
1282,"	14"
1283,"	17"
1284,"	16"
1285,"	16"
1286,"	20"
1287,"	19"
1288,"	15"
1289,"	16"
1290,"	18"
1291,"	20"
1292,"	22"
1293,"	21"
1294,"	18"
1295,"	19"
1296,"	22"
1297,"	17"
1298,"	19"
1299,"	31"
1300,"	25"
1301,"	18"
1302,"	27"
1303,"	18"
1304,"	28"
1305,"	32"
1306,"	37"
1307,"	24"
1308,"	29"
1309,"	37"
1310,"	35"
1311,"	36"
1312,"	43"
1313,"	38"
1314,"	49"
1315,"	57"
1316,"	45"
1317,"	39"
1318,"	42"
1319,"	65"
1320,"	58"
1321,"	60"
1322,"	57"
1323,"	70"
1324,"	64"
1325,"	62"
1326,"	76"
1327,"	78"
1328,"	66"
1329,"	70"
1330,"	89"
1331,"	91"
1332,"	83"
1333,"	76"
1334,"	68"
1335,"	106"
1336,"	94"
1337,"	108"
1338,"	99"
1339,"	92"
1340,"	106"
1341,"	114"
1342,"	105"
1343,"	94"
1344,"	101"
1345,"	115"
1346,"	134"
1347,"	113"
1348,"	108"
1349,"	102"
1350,"	128"
1351,"	139"
1352,"	128"
1353,"	114"
1354,"	110"
1355,"	115"
1356,"	120"
1357,"	109"
1358,"	116"
1359,"	140"
1360,"	136"
1361,"	126"
1362,"	136"
1363,"	109"
1364,"	123"
1365,"	118"
1366,"	125"
1367,"	121"
1368,"	109"
1369,"	92"
1370,"	112"
1371,"	102"
1372,"	107"
1373,"	108"
1374,"	113"
1375,"	125"
1376,"	121"
1377,"	82"
1378,"	100"
1379,"	112"
1380,"	97"
1381,"	76"
1382,"	78"
1383,"	82"
1384,"	107"
1385,"	81"
1386,"	75"
1387,"	87"
1388,"	77"
1389,"	67"
1390,"	74"
1391,"	71"
1392,"	70"
1393,"	68"
1394,"	60"
1395,"	52"
1396,"	60"
1397,"	49"
1398,"	44"
1399,"	45"
1400,"	55"
1401,"	44"
1402,"	37"
1403,"	43"
1404,"	34"
1405,"	24"
1406,"	37"
1407,"	31"
1408,"	28"
1409,"	24"
1410,"	30"
1411,"	31"
1412,"	24"
1413,"	18"
1414,"	21"
1415,"	21"
1416,"	17"
1417,"	30"
1418,"	27"
1419,"	18"
1420,"	16"
1421,"	18"
1422,"	14"
1423,"	12"
1424,"	14"
1425,"	13"
1426,"	6"
1427,"	15"
1428,"	5"
1429,"	7"
1430,"	8"
1431,"	15"
1432,"	4"
1433,"	10"
1434,"	6"
1435,"	5"
1436,"	6"
1437,"	13"
1438,"	6"
1439,"	4"
1440,"	3"
1441,"	8"
1442,"	7"
1443,"	4"
1444,"	8"
1445,"	7"
1446,"	6"
1447,"	7"
1448,"	4"
1449,"	3"
1450,"	5"
1451,"	5"
1452,"	3"
1453,"	5"
1454,"	3"
1455,"	2"
1456,"	6"
1457,"	2"
1458,"	3"
1459,"	2"
1460,"	3"
1461,"	2"
1462,"	2"
1463,"	2"
1464,"	3"
1465,"	4"
1466,"	6"
1467,"	5"
1468,"	4"
1469,"	2"
1470,"	8"
1471,"	8"
1472,"	3"
1473,"	6"
1474,"	1"
1475,"	4"
1476,"	5"
1477,"	4"
1478,"	6"
1479,"	7"
1480,"	2"
1481,"	2"
1482,"	4"
1483,"	4"
1484,"	6"
1485,"	6"
1486,"	0"
1487,"	1"
1488,"	4"
1489,"	2"
1490,"	1"
1491,"	2"
1492,"	6"
1493,"	3"
1494,"	3"
1495,"	4"
1496,"	2"
1497,"	3"
1498,"	7"
1499,"	4"
1500,"	3"
